Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. Premkumar K,18 years experience overall,Rajajinagar,Bangalore,₹630,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Sanjeev S Tonshal,21 years experience overall,Hebbal,Bangalore,₹1000,Urologist,"MCh - Urology, MS - General Surgery, MBBS"
Dr. Mahesh Babu,14 years experience overall,Banashankari,Bangalore,₹600,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Govardhan Reddy,29 years experience overall,Hebbal,Bangalore,₹1000,Urologist,"MCh - Urology, MS - General Surgery, MBBS"
Dr. Rajeev Bashetty,21 years experience overall,HSR Layout,Bangalore,₹900,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Girish H,22 years experience overall,Bannerghatta Road,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Dilip Dhanpal,46 years experience overall,Koramangala 5 Block,Bangalore,₹600,Urologist,"MBBS, Diploma in Urology"
Dr. Pramod B R,22 years experience overall,Jayanagar,Bangalore,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Chandrashekar,23 years experience overall,Nagasandra,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MNAMS - Urology"
Dr. Vinod Kumar P,14 years experience overall,Padmanabhanagar,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Deepak Bolbandi,30 years experience overall,Bannerghatta Road,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, Diploma in Urology"
Dr. Ajay Shetty,19 years experience overall,Hebbal,Bangalore,₹1090,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Vikram G.D.,16 years experience overall,Hebbal,Bangalore,₹800,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS"
Dr. Vinay Patil,26 years experience overall,Hebbal,Bangalore,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Deepak Dubey,34 years experience overall,Old Airport Road,Bangalore,₹900,Urologist,"MBBS, MS - General Surgery, Diploma in Urology"
Dr. Praveen B Sancheti,17 years experience overall,Banashankari 3rd Stage,Bangalore,₹400,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Ajay S Shetty,24 years experience overall,Yeshwanthpur,Bangalore,₹950,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Prabhudev Salanki,34 years experience overall,Seshadripuram,Bangalore,₹740,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Prasanna Venkatesh M. K,20 years experience overall,Rajajinagar,Bangalore,₹800,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS"
Dr. Somanna M,37 years experience overall,Old Airport Road,Bangalore,₹900,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Shakir Tabrez,21 years experience overall,Cunningham Road,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Kunal K Mehra,13 years experience overall,Kundalahalli,Bangalore,₹800,Urologist,"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery"
Dr. Moin Mohammed Bhavikatti,11 years experience overall,Sarjapur Road,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology"
Dr. Pramod K,14 years experience overall,Rajajinagar,Bangalore,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Mahendra Jain,34 years experience overall,Bannerghatta Road,Bangalore,₹650,Urologist,"MCh - Urology/Genito-Urinary Surgery, MS - General Surgery, MBBS"
Dr. Harsha R,10 years experience overall,Sarjapur Road,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. I R Ravish,27 years experience overall,JP Nagar,Bangalore,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Narendra,25 years experience overall,Kengeri,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Mohan Keshavamurthy,30 years experience overall,Bannerghatta Road,Bangalore,₹1500,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Nithyananda H A,13 years experience overall,Kalyan Nagar,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Anuj Jain,14 years experience overall,Bannerghatta Road,Bangalore,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Mohan,16 years experience overall,Millers Road,Bangalore,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. G.R.Manjunath,13 years experience overall,Nagasandra,Bangalore,₹600,Urologist,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery"
Dr. A Nagaraj Rao,25 years experience overall,Rajarajeshwarinagar,Bangalore,₹850,Urologist,"MCh - Urology, MBBS, MS - General Surgery"
Dr. Nagarjuna Reddy,9 years experience overall,Padmanabhanagar,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Vishruth K Raj,13 years experience overall,Banashankari 3rd Stage,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery"
Dr. Saurabh Vashistha,11 years experience overall,Old Airport Road,Bangalore,₹900,Urologist,"MCh - Urology, DNB - General Surgery, MBBS"
Dr. Mohan Balaiah Aswathaiya,16 years experience overall,Cunningham Road,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Giridhar Venkatesh,15 years experience overall,Electronics City,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Avinash T S,22 years experience overall,Yeshwanthpur,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Mohan,15 years experience overall,HSR Layout,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Raghunath S K,33 years experience overall,Seshadripuram,Bangalore,₹1000,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Manohar Badrappa,15 years experience overall,Banashankari 3rd Stage,Bangalore,₹400,Urologist,"MBBS, MS - General Surgery, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Ajay S Shetty,10 years experience overall,Seshadripuram,Bangalore,₹740,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Chandrashekar,18 years experience overall,Seshadripuram,Bangalore,₹740,Urologist,"MBBS, MS - General Surgery, MCh - Urology, Fellowship in Laparoscopic and Robotic Surgical Oncology"
Dr. Pramod Shivaram Bhat,21 years experience overall,Sarjapur Road,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Saurabh Vashistha,12 years experience overall,Millers Road,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Mohan Balaiah Aswathaiya,38 years experience overall,Padmanabhanagar,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Vinay Patil,21 years experience overall,Rajajinagar,Bangalore,₹600,Urologist,"MCh - Urology, MBBS, MS - General Surgery"
Dr. Santosh Bethur S,30 years experience overall,Bellandur,Bangalore,₹650,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Praveen B Sancheti,24 years experience overall,Old Airport Road,Bangalore,₹850,Urologist,"MCh - Urology, MS - General Surgery, MBBS"
Dr. Moin Mohammed Bhavikatti,27 years experience overall,Indiranagar,Bangalore,₹600,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Prashanth G,11 years experience overall,Rajajinagar,Bangalore,₹500,Urologist,"MCh - Urology, MS - General Surgery, MBBS"
Dr. V MohanKumar,18 years experience overall,Hebbal,Bangalore,₹800,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Azeem,36 years experience overall,Old Airport Road,Bangalore,₹900,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Shreyas Nagaraj,20 years experience overall,Yeshwanthpur,Bangalore,₹600,Urologist,"MBBS, Diploma in Urology"
Dr. Chethan J V,14 years experience overall,Jayanagar 9 Block,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Sukesh Sindhey S,29 years experience overall,Malleswaram,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, DNB - Urology/Genito - Urinary Surgery, MNAMS - Urology"
Dr. Anuj Jain,27 years experience overall,Jayanagar,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Kunal K Mehra,18 years experience overall,Rajarajeshwarinagar,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, Diploma in Urology"
Dr. Dilip Jawali,13 years experience overall,Kalyan Nagar,Bangalore,₹740,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Raghunath S K,10 years experience overall,Sarjapur Road,Bangalore,₹800,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS"
Dr. Sharath C T,15 years experience overall,HSR Layout,Bangalore,₹350,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Nagareddy,14 years experience overall,Jayanagar 9 Block,Bangalore,₹750,Urologist,"MBBS, MS - General Surgery, Diploma in Urology"
Dr. Vinay N Kaushik,13 years experience overall,Nagasandra,Bangalore,₹800,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Santhosh Srinivasan,13 years experience overall,Banashankari 3rd Stage,Bangalore,₹750,Urologist,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Tarun Javali,11 years experience overall,Rajajinagar,Bangalore,₹850,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery"
Dr. Bivek Kumar,13 years experience overall,Sampangiramnagar,Bangalore,₹450,Urologist,"MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MBBS"
Dr. Shreyas Nagaraj,10 years experience overall,Richmond Town,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery"
Dr. Shreeharsha Mallappa Awati,9 years experience overall,Padmanabhanagar,Bangalore,₹700,Urologist,"MBBS, MS - General Surgery, MCh - Urology"
Dr. Pramod Shivaram Bhat,17 years experience overall,HSR Layout,Bangalore,₹700,Urologist,"DNB - Urology/Genito - Urinary Surgery, MBBS, MS - General Surgery"
Dr. Narasimhaiah  K,19 years experience overall,HSR Layout,Bangalore,₹1000,Urologist,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery, MCh - Urology"
Dr. R. Srinivasa,30 years experience overall,Koramangala 1 Block,Bangalore,₹1000,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. P.R. Krishnan,30 years experience overall,Bannerghatta Road,Bangalore,₹900,Neurologist,"MBBS, DNB - Neurology, DM - Neurology"
Dr. Shobha. N,15 years experience overall,HSR Layout,Bangalore,₹1200,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Chandran Gnanamuthu,21 years experience overall,Sampangiramnagar,Bangalore,₹800,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Ravishankar Reddy C. R.,45 years experience overall,Hebbal,Bangalore,₹1000,Neurologist,"DM - Neurology, MBBS, MD - General Medicine"
Dr. Joshy E V,33 years experience overall,Basavanagudi,Bangalore,₹800,Neurologist,"MBBS, Diplomate of American Board of Psychiatry and Neurology"
Dr. A.K. Roy,23 years experience overall,Sahakaranagar,Bangalore,₹700,Neurologist,"MD - Medicine, DM - Neurology, MBBS"
Dr. Rajesh K N,19 years experience overall,Bannerghatta Road,Bangalore,₹1000,Neurologist,"MBBS, DM - Neurology"
Dr. Nithin Kumar .N,14 years experience overall,Yelahanka New Town,Bangalore,₹700,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Sanjiv C C,26 years experience overall,Hebbal,Bangalore,₹1000,Neurologist,"MBBS, DM - Neurology, MD - Medicine"
Dr. Sunil V Furtado,22 years experience overall,Hebbal,Bangalore,₹1000,Neurologist,"MBBS, MD - Neurology (USA)"
Dr. Advait Kulkarni,44 years experience overall,RT Nagar,Bangalore,₹1500,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. B.Nataraju,19 years experience overall,Yeshwanthpur,Bangalore,₹950,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Ashok Kumar Singhal,13 years experience overall,Sahakaranagar,Bangalore,₹1300,Neurologist,"MBBS, DM - Neurology, MD - General Medicine"
Dr. J B Agadi,16 years experience overall,Hebbal,Bangalore,₹1090,Neurologist,"DM - Neurology, MD - Pediatrics, MD - Pathology, MBBS"
Dr. Aniruddh T Jagannath,16 years experience overall,Jayanagar,Bangalore,₹700,Neurologist,"MBBS, MCh - Neuro Surgery, FRCS - Neurosurgery, MS - General Surgery"
Dr. Pramod M N,13 years experience overall,Hebbal,Bangalore,₹1000,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. B K Madhusudhan,24 years experience overall,Cunningham Road,Bangalore,₹700,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Saravanan,48 years experience overall,Bannerghatta Road,Bangalore,₹900,Neurologist,"MBBS, DNB - Neurology, DNB - General Medicine"
Dr. Deepak Somasundar,45 years experience overall,Old Airport Road,Bangalore,₹900,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Amit Kulkarni,22 years experience overall,Bannerghatta Road,Bangalore,₹900,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
Dr. Aniruddh T Jagannath,18 years experience overall,Old Airport Road,Bangalore,₹900,Neurologist,"MBBS, DM - Neurology"
Dr. Nikhil C Hiremath,27 years experience overall,Kengeri,Bangalore,₹700,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Manjunath M,22 years experience overall,Old Airport Road,Bangalore,₹900,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Shobha. N,19 years experience overall,Bannerghatta Road,Bangalore,₹1000,Neurologist,"MBBS, MD - General Medicine, DNB - Neurology"
Dr. Sanjiv C C,11 years experience overall,BTM Layout 2nd Stage,Bangalore,₹800,Neurologist,"MBBS, MD - Medicine, DNB - General Medicine, DM - Neurology"
Dr. Pramod M N,14 years experience overall,Electronics City,Bangalore,₹700,Neurologist,"MBBS, MD - Pharmacology and Therapeutics, DM - Neurology"
Dr. Saravanan,15 years experience overall,Kalyan Nagar,Bangalore,₹850,Neurologist,"MBBS, MD - Medicine, Diplomate of American Board of Psychiatry and Neurology"
Dr. Soniya Tambe,21 years experience overall,Seshadripuram,Bangalore,₹740,Neurologist,"DM - Neurology, MD - Medicine, MBBS"
Dr. Nikhil B,20 years experience overall,Yeshwanthpur,Bangalore,₹850,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Sunil Buddappa,13 years experience overall,Yeshwanthpur,Bangalore,₹850,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Sabyasachi Basu,17 years experience overall,Jayanagar 9 Block,Bangalore,₹750,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
Dr. Sanjiv C C,33 years experience overall,Hebbal,Bangalore,₹800,Neurologist,"MD - General Medicine, MBBS, DM - Neurology"
Dr. Pramod M N,21 years experience overall,Rajarajeshwarinagar,Bangalore,₹700,Neurologist,"DM - Neurology, MBBS"
Dr. Saravanan,16 years experience overall,Hebbal,Bangalore,₹800,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Poonam Chandra Awatare,6 years experience overall,Millers Road,Bangalore,₹1000,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
Dr. Srinivas Raju D,14 years experience overall,HBR Layout,Bangalore,₹700,Neurologist,"MCh - Neuro Surgery, MS - General Surgery, MBBS"
Dr. Yogeesh P M,9 years experience overall,Jayanagar,Bangalore,₹700,Neurologist,"MBBS, DNB - Neurosurgery"
Dr. Deepa N A,19 years experience overall,Whitefield,Bangalore,₹850,Neurologist,"FRCP, DM - Neurology, MBBS"
Dr. Balaji B S,9 years experience overall,Seshadripuram,Bangalore,₹740,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Sandeep B V,14 years experience overall,Whitefield,Bangalore,₹850,Neurologist,"MBBS, MS - General Surgery, MCh - Neuro Surgery"
Dr. Aniruddh T Jagannath,20 years experience overall,Jayanagar,Bangalore,₹1000,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Rajesh B. Iyer,28 years experience overall,Sarjapur Road,Bangalore,₹700,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Jaychandran R,19 years experience overall,Jayanagar,Bangalore,₹750,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Sowmya. M,18 years experience overall,Vasanthnagar,Bangalore,₹700,Neurologist,"MBBS, DNB - Neurology, DM - Neurology"
Dr. Sabyasachi Basu,17 years experience overall,Millers Road,Bangalore,₹700,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. M Veerender Kumar,44 years experience overall,Sarjapur Road,Bangalore,₹750,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Yogeesh P M,9 years experience overall,Sampangiramnagar,Bangalore,₹800,Neurologist,"DM - Neurology, MBBS, MD - General Medicine"
Dr. Keni Ravish Rajiv,15 years experience overall,HRBR Layout,Bangalore,₹1000,Neurologist,"MBBS, Diplomate of American Board of Psychiatry and Neurology"
Dr. Kalyani Dilip Karkare,19 years experience overall,Ashoknagar,Bangalore,₹800,Neurologist,"MD - Medicine, DM - Neurology, MBBS"
Dr. Shobha. N,29 years experience overall,Vasanthnagar,Bangalore,₹750,Neurologist,"MBBS, DM - Neurology"
Dr. Prashanth L K,22 years experience overall,Yeshwanthpur,Bangalore,₹1450,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. B.Nataraju,48 years experience overall,Bannerghatta Road,Bangalore,₹950,Neurologist,"MBBS, DM - Neurology, MD - Medicine"
Dr. Surbhi Chaturvedi,12 years experience overall,Kengeri,Bangalore,₹800,Neurologist,"MBBS, MD - Neurology (USA)"
Dr. Shakthi K J S,10 years experience overall,Bannerghatta Road,Bangalore,₹850,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Deepa N A,19 years experience overall,JP Nagar,Bangalore,₹600,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Preethish Kumar,10 years experience overall,Millers Road,Bangalore,₹800,Neurologist,"MBBS, DM - Neurology, MD - General Medicine"
Dr. Satish Babu HV,32 years experience overall,Millers Road,Bangalore,₹1000,Neurologist,"DM - Neurology, MD - Pediatrics, MD - Pathology, MBBS"
Dr. Nikhil B,14 years experience overall,Yeshwanthpur,Bangalore,₹700,Neurologist,"MBBS, MCh - Neuro Surgery, FRCS - Neurosurgery, MS - General Surgery"
Dr. Manpreet Singh Banga,9 years experience overall,Kundalahalli,Bangalore,₹750,Neurologist,"MBBS, MD - General Medicine, DM - Neurology"
Dr. Venkataramana N K,42 years experience overall,Sahakaranagar,Bangalore,₹900,Neurologist,"MBBS, MD - Medicine, DM - Neurology"
Dr. Balaji B S,9 years experience overall,Whitefield,Bangalore,₹700,Neurologist,"MBBS, DNB - Neurology, DNB - General Medicine"
