,Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
847,Dr. Sapna Paniker,4,Jeevanbhimanagar,Bangalore,0,Dentist,"BDS, MDS - Periodontics, FICOI"
848,Dr. Rakesh Sharma C,10,Whitefield,Bangalore,350,Dentist,BDS
849,Dr. Kruthika M,21,Mahalakshmi Layout,Bangalore,400,Dentist,"BDS, MDS - Orthodontics"
850,Dr. Kousar,6,JP Nagar 6 Phase,Bangalore,400,Dentist,BDS
851,Dr. Sujatha Sathish,21,HRBR Layout,Bangalore,300,Dentist,"BDS, MDS - Periodontics, FICOI"
852,Dr. Ritika Biyani,19,Whitefield,Bangalore,250,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
853,Dr. Prince K Prasannan,13,Kasturi nagar,Bangalore,500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology"
854,Dr. Vineetha Venugopalan,10,HSR Layout,Bangalore,300,Dentist,"BDS, MDS - Orthodontics"
855,Dr. Lakshmi C Nair,15,Belathur,Bangalore,300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
856,Dr. Merin Jose,5,Kundalahalli,Bangalore,450,Dentist,BDS
857,Dr. Dinesh Shetty,19,Millers Road,Bangalore,200,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
858,Dr. B V Shashidhar,16,West Of Chord Road,Bangalore,350,Dentist,"BDS, MDS - Orthodontics"
859,Dr. Ayushi Verma,7,Kundalahalli,Bangalore,200,Dentist,BDS
860,Dr. Rachana Shah,9,Sarjapur Road,Bangalore,400,Dentist,"BDS, MDS- Oral Pathology"
861,Dr. Mohan Thomas Nainan,32,Kammana Halli,Bangalore,0,Dentist,BDS
862,Dr. Kiran Kumar K,13,BTM Layout,Bangalore,350,Dentist,BDS
863,Dr. Aarfa Nasim,9,Electronics City,Bangalore,0,Dentist,BDS
864,Dr. Shrihas Rao,14,AECS Layout,Bangalore,300,Dentist,"BDS, MDS - Periodontics"
865,Dr. Zubiya Khan,14,Frazer Town,Bangalore,400,Dentist,"BDS, MDS - Oral Medicine and Radiology"
866,Dr. Akhil Sankar,6,Belathur,Bangalore,350,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI"
867,Dr. Esha Singh,7,Sarjapur Road,Bangalore,350,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
868,Dr. Dhanaswathii T,7,Domlur,Bangalore,350,Dentist,"BDS, MDS - Orthodontics"
869,Dr. Divya R,5,Kammana Halli,Bangalore,300,Dentist,BDS
870,Dr. Byju Mathew,12,HSR Layout,Bangalore,200,Dentist,"BDS, Fellowship in Oral implantlogy"
871,Dr. Joohi Vaya,11,Kammana Halli,Bangalore,300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
872,Dr. Shreevidya B,17,BTM Layout 2nd Stage,Bangalore,200,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
873,Dr. Vinuta S,18,Thanisandra,Bangalore,400,Dentist,"BDS, MDS - Periodontics"
874,Dr. Shaistha Khanum,10,Sanjay Nagar,Bangalore,400,Dentist,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS"
875,Dr. Rohan S,14,KR Puram,Bangalore,0,Dentist,"BDS, MDS- Oral Pathology"
876,Dr. Uzma Hassan,10,Hebbal,Bangalore,500,Dentist,BDS
877,Dr. Jayashri M,6,Electronics City,Bangalore,0,Dentist,BDS
878,Dr. Jinu Clara,10,Bannerghatta Road,Bangalore,500,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
879,Dr. Sharanya Shaker,6,Kasturi nagar,Bangalore,500,Dentist,MDS - Prosthodontics
880,Dr. Vinuta S,13,Electronics City,Bangalore,250,Dentist,BDS
881,Dr. Aparajita Shankar,10,Harlur,Bangalore,500,Dentist,"BDS, MDS - Periodontics"
882,Dr. Sweta S,2,Bellandur,Bangalore,0,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
883,Dr. Divya R,8,JP Nagar,Bangalore,200,Dentist,"BDS, MDS - Oral Medicine and Radiology"
884,Dr. Sravani Rudra Raju,11,Arekere,Bangalore,300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
885,Dr. Amol Sangewar,5,Sarjapur Road,Bangalore,300,Dentist,BDS
886,Dr. Ronald Tejpaul,5,Singasandra,Bangalore,500,Dentist,"BDS, Fellowship and Diplomate in Implantology from ICOI (USA)"
887,Dr. Supriya,5,BTM Layout 1st Stage,Bangalore,500,Dentist,"BDS, MDS - Oral Medicine and Radiology"
888,Dr. Aditya T N,21,Sampangiramnagar,Bangalore,500,Dentist,"BDS, MDS - Prosthodontics"
889,Dr. JR Prithvi Raj,9,Kundalahalli,Bangalore,400,Dentist,BDS
890,Dr. Shashank,6,Whitefield,Bangalore,500,Dentist,BDS
891,Dr. Revathi Natesan,10,Kumaraswamy Layout,Bangalore,400,Dentist,BDS
892,Dr. Nitish Mathur,19,HSR Layout,Bangalore,400,Dentist,"BDS, Diploma in Implanthology"
893,Dr. Samprita Sahoo,15,Kundalahalli,Bangalore,300,Dentist,BDS
894,Dr. Snehi Chopra,11,Basavanagudi,Bangalore,400,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
895,Dr. Feroz,12,HSR Layout,Bangalore,300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
896,Dr. Rakshitha Narayana,17,Seshadripuram,Bangalore,200,Dentist,"BDS, MDS - Oral Medicine and Radiology"
897,Dr. H Sushila Debi,7,Sarjapur Road,Bangalore,300,Dentist,"BDS, MDS - Periodontics"
898,Dr. V S Aishwarya,2,Indiranagar,Bangalore,500,Dentist,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics"
899,Dr. Shantanu Prakash,8,Vasanthnagar,Bangalore,0,Dentist,"BDS, MDS - Periodontics"
900,Dr. Jinu Clara,8,Hosur Road,Bangalore,0,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
901,Dr. Manjunath S.B.,30,HSR Layout,Bangalore,0,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
902,Dr. Krishna Shama Rao,43,Kengeri,Bangalore,0,Dentist,"BDS, MDS - Oral Pathology and Oral Microbiology"
903,Dr. Saranya K,11,HSR Layout,Bangalore,350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
904,Dr. Hrishikesh Bhowmick,13,Yeshwanthpur,Bangalore,500,Dentist,"BDS, MDS - Periodontics"
905,Dr. Anjan Shah,28,Ulsoor,Bangalore,400,Dentist,"BDS, MDS - Prosthodontics"
906,Dr. Madhukeshwar Naik,25,Sahakaranagar,Bangalore,0,Dentist,BDS
907,Dr. Vishwannath Hiremath,22,Yelachenahalli,Bangalore,500,Dentist,"BDS, MDS, Certificate of Oral Implantology, PGCE(Endodontics), PGCE(Endodontics), FICOI"
908,Dr. Amit Kumar,13,Mahadevapura,Bangalore,0,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
909,Dr. Abhishek Shetty,23,HSR Layout,Bangalore,300,Dentist,BDS
910,Dr. Kishan Paniker G,26,Sarjapur Road,Bangalore,500,Dentist,"BDS, MDS - Orthodontics"
911,Dr. Parixeet Patel,23,Munnekollal,Bangalore,300,Dentist,"BDS, MDS - Community Dentistry"
912,Dr. Vinay P,13,Sanjay Nagar,Bangalore,350,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
913,Dr. Kaushik Pai S H,14,HSR Layout,Bangalore,500,Dentist,"MDS - Oral & Maxillofacial Surgery, BDS"
914,Dr. Hrishikesh Bhowmick,13,Hoodi,Bangalore,300,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
915,Dr. Sebin Koyan,12,Kundalahalli,Bangalore,400,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
916,Dr. Madhukeshwar Naik,13,Sahakaranagar,Bangalore,300,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
917,Dr. Vishwannath Hiremath,11,Yelachenahalli,Bangalore,500,Dentist,"BDS, MDS - Orthodontics"
918,Dr. C M Adarsh,19,JP Nagar 1 Phase,Bangalore,300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
919,Dr. Vinod Rangan,16,Kudlu,Bangalore,500,Dentist,BDS
920,Dr. Sunil T,21,Domlur,Bangalore,300,Dentist,"MDS - Orthodontics, BDS"
921,Dr. Arun Kumar B R,20,Banaswadi,Bangalore,500,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS"
922,Dr. Dheemanth Ramanath,11,RT Nagar,Bangalore,500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
923,Dr. Nirjhar,19,Banashankari 3rd Stage,Bangalore,400,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
924,Dr. Sudhakara Reddy,13,Seegehalli,Bangalore,500,Dentist,"BDS, MDS - Orthodontics"
925,Dr. Shahul Hameed,16,Marathahalli,Bangalore,500,Dentist,"BDS, MICOI (USA)"
926,Dr. Deepthi RK Shashidhar,21,Jayanagar 4 Block,Bangalore,600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
927,Dr. Deepak V Rao,32,Indiranagar,Bangalore,700,Gynecologist,"DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology, MBBS"
928,Dr. Kavitha Lakshmi Easwaran,11,Kasturi nagar,Bangalore,700,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
929,Dr. Mamatha Reddy Y V,14,Koramangala 1 Block,Bangalore,800,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
930,Dr. Archana Agarwal,26,Marathahalli,Bangalore,700,Gynecologist,"MBBS, DGO, Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
931,Dr. Vanita Vaishnav,19,HSR Layout,Bangalore,600,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
932,Dr. Hira Mardi,24,Whitefield,Bangalore,800,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)"
933,Dr. Suman Singh,23,BTM Layout 2nd Stage,Bangalore,700,Gynecologist,"MBBS, DGO"
934,Dr. Janani Manoharan,21,Sarjapur Road,Bangalore,500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
935,Dr. Asha Puranikmath,17,Indiranagar,Bangalore,800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO"
936,Dr. Vidya Muralidhar,14,Hebbal Kempapura,Bangalore,500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
937,Dr. Chetana V,23,Hebbal,Bangalore,800,Gynecologist,"DGO, MBBS, DNB - Obstetrics & Gynecology"
938,Dr. Chaya Patil,27,Bannerghatta Road,Bangalore,800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
939,Dr. M. Gowri,33,HSR Layout,Bangalore,700,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
940,Dr. Mala Prakash,38,JP Nagar 6 Phase,Bangalore,600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
941,Dr. Shilpa Apte,23,Jayanagar 5 Block,Bangalore,700,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS"
942,Dr. Radhika kamuni,16,Old Airport Road,Bangalore,850,Gynecologist,"MD - Physician, DGO"
943,Dr. Savitha Shetty,31,Seshadripuram,Bangalore,740,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK), Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
944,Dr. Lakshmi H K,17,Hebbal,Bangalore,800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Diploma in Advanced Endoscopic Gynae Surgery"
945,Dr. Ashwini B Gowdra,21,HSR Layout,Bangalore,800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
946,Dr. Shafalika.S.B,20,Yeshwanthpur,Bangalore,600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
947,Dr. Usha B.R.,18,JP Nagar,Bangalore,800,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
948,Dr. Aruna Sahadev,21,Rajarajeshwarinagar,Bangalore,700,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
949,Dr. Karamjit Kaur,22,Old Airport Road,Bangalore,800,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
950,Dr. Anita Balakrishna,23,Indiranagar,Bangalore,850,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
951,Dr. Sandya Rani,19,Whitefield,Bangalore,800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
952,Dr. Brunda Channappa,33,Jayanagar,Bangalore,850,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
953,Dr. Vijaya Sherbet,32,Hebbal,Bangalore,700,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
954,Dr. Gayathri Karthik,34,Old Airport Road,Bangalore,850,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
955,Dr. Soumya Lakshmi T V,24,Hebbal,Bangalore,850,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
956,Dr. Ashwini B Gowdra,21,HSR Layout,Bangalore,700,Gynecologist,"MBBS, DGO, MRCOG(UK)"
957,Dr. Regina,53,Banaswadi,Bangalore,600,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
958,Dr. Mala Prakash,16,JP Nagar 6 Phase,Bangalore,400,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
959,Dr. Shobha Venkat,39,Indiranagar,Bangalore,750,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
960,Dr. Kavitha Kovi,14,Whitefield,Bangalore,850,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
961,Dr. Kalyani C Reddy,18,HRBR Layout,Bangalore,850,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
962,Dr. Manjula S Patil,26,HRBR Layout,Bangalore,500,Gynecologist,"MBBS, DGO"
963,Dr. Sandya Rani,41,Whitefield,Bangalore,800,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
964,Dr. M. Gowri,26,HSR Layout,Bangalore,700,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
965,Dr. Kavitha Lakshmi Easwaran,20,Kasturi nagar,Bangalore,500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
966,Dr. Kavitha Kovi,23,Whitefield,Bangalore,700,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
967,Dr. Kanti sahu,28,Kundalahalli,Bangalore,650,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
968,Dr. Sneha Rajiv,13,Bannerghatta Road,Bangalore,400,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
969,Dr. Preeti Prabhakar Shetty,19,Nagasandra,Bangalore,850,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
970,Dr. Poornima Ramakrishna,23,Koramangala 6 Block,Bangalore,600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
971,Dr. Divyashree PS,17,JP Nagar,Bangalore,500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO"
972,Dr. Nirmala Shivalingaiah,44,Richmond Town,Bangalore,600,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
973,Dr. Bhavana N Ashar,23,HRBR Layout,Bangalore,850,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
974,Dr. Anu Joseph,15,Electronics City,Bangalore,550,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG), FICS"
975,Dr. Kumudini Devi,11,Arekere,Bangalore,500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
976,Dr. Payal Mahapatra,17,Old Airport Road,Bangalore,700,Gynecologist,"DGO, DNB - Obstetrics & Gynecology"
977,Dr. Sushma,13,Marathahalli,Bangalore,500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
978,Dr. Chitra Sreenivasa Murthy,22,JP Nagar,Bangalore,850,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
979,Dr. Chaithra S K,14,Singasandra,Bangalore,550,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, Fellowship in Urogynecology"
980,Dr. Latha N,29,Vidyaranyapura,Bangalore,500,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
981,Dr. Kishore C Kumtakar,44,Marathahalli,Bangalore,500,Gynecologist,"MBBS, MD - Midwifery & Gynecology"
982,Dr. Thejavathy G. V,33,Whitefield,Bangalore,700,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
983,Dr. Parimala Devi,38,Seshadripuram,Bangalore,800,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
984,Dr. Praveena Shenoi,32,Marathahalli,Bangalore,900,Gynecologist,"MBBS, DGO"
985,Dr. Sunita DSouza Lobo,31,Whitefield,Bangalore,500,Gynecologist,"MBBS, DGO"
986,Dr. Vijayalakshmi M,44,Indiranagar,Bangalore,800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
987,Dr. V S Gangarani,34,Indiranagar,Bangalore,650,Gynecologist,"MBBS, DGO"
988,Dr. Pavithra K,12,Malleswaram,Bangalore,850,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
989,Dr. Raman Shobana,13,Electronics City,Bangalore,850,Gynecologist,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MBBS, MNAMS - Obstetrics & Gynaecology"
990,Dr. Kalyani C Reddy,23,HRBR Layout,Bangalore,600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
991,Dr. Suvarna Jyothi G,14,Indiranagar,Bangalore,700,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
992,Dr. Maheshwari,14,Banashankari 1st Stage,Bangalore,550,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
993,Dr. Prajual S Hegde,29,Koramangala 6 Block,Bangalore,600,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
994,Dr. Nirmala Chandrashekar,15,Kengeri,Bangalore,700,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
995,Dr. Lavanya J,20,Bagalakunte,Bangalore,300,Gynecologist,"MBBS, DGO"
996,Dr. Rekha Prashanth,29,Jayanagar 9 Block,Bangalore,650,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
997,Dr. Pradeepa,17,BTM Layout 1st Stage,Bangalore,600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
998,Dr. Manisha Singh,32,Bannerghatta Road,Bangalore,1100,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
999,Dr. K. Sushmita,21,Sahakaranagar,Bangalore,850,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
1000,Dr. Dhivya R,19,Singasandra,Bangalore,500,Gynecologist,"DGO, DNB - Obstetrics & Gynecology, MBBS"
1001,Dr. Swetha Vinjamuri,18,Thanisandra,Bangalore,500,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1002,Dr. Sneha Dhatrak Shetty,13,HSR Layout,Bangalore,750,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
1003,Dr. Roopa N K,27,Rajarajeshwarinagar,Bangalore,500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
1004,Dr. Lakshmi Kumari,21,Electronics City,Bangalore,700,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
1005,Dr. Poornima Kinila,18,JP Nagar,Bangalore,800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
1006,Dr. Anitha Rao,23,Koramangala 1 Block,Bangalore,750,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
1007,Dr. Shobha N. Gudi,31,Whitefield,Bangalore,650,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
1008,Dr. Soumya KN,14,Electronics City,Bangalore,700,Gynecologist,"MBBS, MRCOG(UK)"
1009,Dr. Shilpa Kava,14,Malleswaram,Bangalore,600,Gynecologist,"MBBS, DGO"
1010,Dr. Chaitra Nayak,21,HBR Layout,Bangalore,600,Gynecologist,"MBBS, DGO, MD - Physiology"
1011,Dr. Joshitha Naik,22,Rajajinagar,Bangalore,700,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1012,Dr. Bharati Kamoji,28,Rajarajeshwarinagar,Bangalore,850,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1013,Dr. Namita Kapoor Sahgal,30,Kalyan Nagar,Bangalore,800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
1014,Dr. Archana Ramesh,16,Jayanagar,Bangalore,600,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
1015,Dr. Julie Thomas,24,Yeshwanthpur,Bangalore,850,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
1016,Dr. Shalini K Mishra,15,Marathahalli,Bangalore,600,Gynecologist,"DGO, MBBS"
1017,Dr. Shwetha Y Baratikkae,12,Basaveshwaranagar,Bangalore,700,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
1018,Dr. Jayashree Nagraj Bhasgi,22,Richmond Town,Bangalore,850,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
1019,Dr. Amulya R,42,JP Nagar,Bangalore,700,Gynecologist,"DGO, DNB - Obstetrics & Gynecology, MBBS"
1020,Dr. Anitha A Manoj,20,Banashankari 1st Stage,Bangalore,550,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
1021,Dr. Ankita Gahlot,11,Sarjapur Road,Bangalore,850,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
1022,Dr. Dhershana Raja,6,Bellandur,Bangalore,700,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
1023,Dr. Bhargavi Reddy,15,Indiranagar,Bangalore,850,Gynecologist,"MBBS, MRCOG(UK)"
1024,Dr. Varini. N,10,Kumara Park West,Bangalore,850,Gynecologist,"MBBS, DGO"
1025,Dr. Nandhini Ravindran,30,Ulsoor,Bangalore,800,Gynecologist,"MBBS, DGO, MD - Physiology"
1026,Dr. Saba Fathima,15,HRBR Layout,Bangalore,850,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1027,Dr. Mukta Nadig,42,Malleswaram,Bangalore,850,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
1028,Dr. T. M Jyothi Lakshmi,35,Malleswaram,Bangalore,850,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
1029,Dr. Devi R,9,Banashankari 3rd Stage,Bangalore,900,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
1030,Dr. Supriya Seshadri,13,Old Airport Road,Bangalore,600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
1031,Dr. Vyshnavi A Rao,39,JP Nagar 1 Phase,Bangalore,750,Gynecologist,"DGO, MBBS"
1032,Dr. Aparna Patil,12,Whitefield,Bangalore,600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
1033,Dr. Vishnupriya,17,Whitefield,Bangalore,700,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
1034,Dr. S.Indukala,23,Jayanagar 9 Block,Bangalore,500,Gynecologist,"DGO, DNB - Obstetrics & Gynecology, MBBS"
1035,Dr. Roopa R,27,Jayanagar 9 Block,Bangalore,500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
1036,Dr. Tejaswini Nayak,28,Koramangala,Bangalore,800,Pediatrician,"MBBS, MD - Pediatrics"
1037,Dr. V. Krishnan,32,Whitefield,Bangalore,500,Pediatrician,"DNB - Paediatrics, Diploma in Child Health (DCH), MBBS, FNB -  Pediatric Hematology Oncology"
1038,Dr. Sreenath S Manikanti,28,Indiranagar,Bangalore,600,Pediatrician,"MD - Physician, Diploma in Child Health (DCH)"
1039,Dr. Sushma V,20,Bellandur,Bangalore,650,Pediatrician,"MBBS, MD - Pediatrics"
1040,Dr. Salim A Khatib,42,Jayanagar 5 Block,Bangalore,1000,Pediatrician,"MBBS, Diplomate of the American Board of Paediatrics"
1041,Dr. Poonam Shetty,16,Hulimavu,Bangalore,700,Pediatrician,"MBBS, MD - Pediatrics"
1042,Dr. Hanumantha Rao K R,15,Hebbal,Bangalore,900,Pediatrician,"MBBS, MD - Pediatrics"
1043,Dr. Ravi Kyadegeri,24,Koramangala 6 Block,Bangalore,850,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics"
1044,Dr. Sonal Agrawal,19,Whitefield,Bangalore,550,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
1045,Dr. Kushal Kumar,22,HSR Layout,Bangalore,800,Pediatrician,"MBBS, DNB - Paediatrics"
1046,Dr. Mohit Singhal,18,Whitefield,Bangalore,850,Pediatrician,"MBBS, DNB - Pediatrics"
1047,Dr. Bhakyalakshmi M,20,Old Airport Road,Bangalore,600,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology"
1048,Dr. Baliwanth Anandakrishnan,38,JP Nagar 7 Phase,Bangalore,600,Pediatrician,"MBBS, DNB - Paediatrics"
1049,Dr. Jayaram Y R,21,Bannerghatta Road,Bangalore,900,Pediatrician,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
1050,Dr. Anjana Hulse,18,Yeshwanthpur,Bangalore,800,Pediatrician,"MD - Pediatrics, MBBS"
1051,Dr. Anil M U,21,Whitefield,Bangalore,650,Pediatrician,"MBBS, MD - Pediatrics"
1052,Dr. Gurudutta A V,8,Jayanagar 9 Block,Bangalore,500,Pediatrician,"MBBS, MD - Pediatrics"
1053,Dr. Dhanya Soodhana,13,Thanisandra,Bangalore,1050,Pediatrician,"MBBS, MD - Pediatrics"
1054,Dr. Lokanadha Reddy,24,HSR Layout,Bangalore,850,Pediatrician,"MBBS, MD - Pediatrics"
